Category,Subcategory,Word,Usage_Context,Platform_Optimized
subjects,objects_technology,silver,Subject/Main focus of image,All platforms
subjects,objects_technology,key,Subject/Main focus of image,All platforms
subjects,objects_technology,lock,Subject/Main focus of image,All platforms
subjects,objects_technology,door,Subject/Main focus of image,All platforms
subjects,objects_technology,window,Subject/Main focus of image,All platforms
subjects,objects_technology,mirror,Subject/Main focus of image,All platforms
subjects,objects_technology,lamp,Subject/Main focus of image,All platforms
subjects,objects_technology,candle,Subject/Main focus of image,All platforms
subjects,objects_technology,torch,Subject/Main focus of image,All platforms
environments,natural_landscapes,forest,Background/Setting description,All platforms
environments,natural_landscapes,jungle,Background/Setting description,All platforms
environments,natural_landscapes,rainforest,Background/Setting description,All platforms
environments,natural_landscapes,woodland,Background/Setting description,All platforms
environments,natural_landscapes,grove,Background/Setting description,All platforms
environments,natural_landscapes,thicket,Background/Setting description,All platforms
environments,natural_landscapes,copse,Background/Setting description,All platforms
environments,natural_landscapes,desert,Background/Setting description,All platforms
environments,natural_landscapes,oasis,Background/Setting description,All platforms
environments,natural_landscapes,dunes,Background/Setting description,All platforms
environments,natural_landscapes,wasteland,Background/Setting description,All platforms
environments,natural_landscapes,badlands,Background/Setting description,All platforms
environments,natural_landscapes,canyon,Background/Setting description,All platforms
environments,natural_landscapes,mesa,Background/Setting description,All platforms
environments,natural_landscapes,mountain,Background/Setting description,All platforms
environments,natural_landscapes,peak,Background/Setting description,All platforms
environments,natural_landscapes,summit,Background/Setting description,All platforms
environments,natural_landscapes,ridge,Background/Setting description,All platforms
environments,natural_landscapes,cliff,Background/Setting description,All platforms
environments,natural_landscapes,precipice,Background/Setting description,All platforms
environments,natural_landscapes,gorge,Background/Setting description,All platforms
environments,natural_landscapes,valley,Background/Setting description,All platforms
environments,natural_landscapes,dell,Background/Setting description,All platforms
environments,natural_landscapes,hollow,Background/Setting description,All platforms
environments,natural_landscapes,basin,Background/Setting description,All platforms
environments,natural_landscapes,crater,Background/Setting description,All platforms
environments,natural_landscapes,caldera,Background/Setting description,All platforms
environments,natural_landscapes,volcano,Background/Setting description,All platforms
environments,natural_landscapes,tundra,Background/Setting description,All platforms
environments,natural_landscapes,taiga,Background/Setting description,All platforms
environments,natural_landscapes,steppe,Background/Setting description,All platforms
environments,natural_landscapes,prairie,Background/Setting description,All platforms
environments,natural_landscapes,grassland,Background/Setting description,All platforms
environments,natural_landscapes,meadow,Background/Setting description,All platforms
environments,natural_landscapes,field,Background/Setting description,All platforms
environments,natural_landscapes,marsh,Background/Setting description,All platforms
environments,natural_landscapes,swamp,Background/Setting description,All platforms
environments,natural_landscapes,bog,Background/Setting description,All platforms
environments,natural_landscapes,wetland,Background/Setting description,All platforms
environments,natural_landscapes,bayou,Background/Setting description,All platforms
environments,natural_landscapes,mangrove,Background/Setting description,All platforms
environments,natural_landscapes,estuary,Background/Setting description,All platforms
environments,natural_landscapes,ocean,Background/Setting description,All platforms
environments,natural_landscapes,sea,Background/Setting description,All platforms
environments,natural_landscapes,bay,Background/Setting description,All platforms
environments,natural_landscapes,gulf,Background/Setting description,All platforms
environments,natural_landscapes,strait,Background/Setting description,All platforms
environments,natural_landscapes,channel,Background/Setting description,All platforms
environments,natural_landscapes,sound,Background/Setting description,All platforms
environments,natural_landscapes,inlet,Background/Setting description,All platforms
environments,natural_landscapes,lake,Background/Setting description,All platforms
environments,natural_landscapes,pond,Background/Setting description,All platforms
environments,natural_landscapes,reservoir,Background/Setting description,All platforms
environments,natural_landscapes,lagoon,Background/Setting description,All platforms
environments,natural_landscapes,pool,Background/Setting description,All platforms
environments,natural_landscapes,spring,Background/Setting description,All platforms
environments,natural_landscapes,waterfall,Background/Setting description,All platforms
environments,natural_landscapes,river,Background/Setting description,All platforms
environments,natural_landscapes,stream,Background/Setting description,All platforms
environments,natural_landscapes,creek,Background/Setting description,All platforms
environments,natural_landscapes,brook,Background/Setting description,All platforms
environments,natural_landscapes,rapids,Background/Setting description,All platforms
environments,natural_landscapes,cascade,Background/Setting description,All platforms
environments,natural_landscapes,delta,Background/Setting description,All platforms
environments,natural_landscapes,beach,Background/Setting description,All platforms
environments,natural_landscapes,shore,Background/Setting description,All platforms
environments,natural_landscapes,coast,Background/Setting description,All platforms
environments,natural_landscapes,coastline,Background/Setting description,All platforms
environments,natural_landscapes,island,Background/Setting description,All platforms
environments,natural_landscapes,archipelago,Background/Setting description,All platforms
environments,natural_landscapes,atoll,Background/Setting description,All platforms
environments,natural_landscapes,cave,Background/Setting description,All platforms
environments,natural_landscapes,cavern,Background/Setting description,All platforms
environments,natural_landscapes,grotto,Background/Setting description,All platforms
environments,natural_landscapes,tunnel,Background/Setting description,All platforms
environments,natural_landscapes,passage,Background/Setting description,All platforms
environments,natural_landscapes,chamber,Background/Setting description,All platforms
environments,natural_landscapes,gallery,Background/Setting description,All platforms
environments,natural_landscapes,glacier,Background/Setting description,All platforms
environments,natural_landscapes,iceberg,Background/Setting description,All platforms
environments,natural_landscapes,ice shelf,Background/Setting description,All platforms
environments,natural_landscapes,permafrost,Background/Setting description,All platforms
environments,natural_landscapes,snowfield,Background/Setting description,All platforms
environments,natural_landscapes,avalanche,Background/Setting description,All platforms
environments,urban_environments,city,Background/Setting description,All platforms
environments,urban_environments,metropolis,Background/Setting description,All platforms
environments,urban_environments,town,Background/Setting description,All platforms
environments,urban_environments,village,Background/Setting description,All platforms
environments,urban_environments,hamlet,Background/Setting description,All platforms
environments,urban_environments,settlement,Background/Setting description,All platforms
environments,urban_environments,colony,Background/Setting description,All platforms
environments,urban_environments,street,Background/Setting description,All platforms
environments,urban_environments,avenue,Background/Setting description,All platforms
environments,urban_environments,boulevard,Background/Setting description,All platforms
environments,urban_environments,road,Background/Setting description,All platforms
environments,urban_environments,lane,Background/Setting description,All platforms
environments,urban_environments,alley,Background/Setting description,All platforms
environments,urban_environments,path,Background/Setting description,All platforms
environments,urban_environments,trail,Background/Setting description,All platforms
environments,urban_environments,plaza,Background/Setting description,All platforms
environments,urban_environments,square,Background/Setting description,All platforms
environments,urban_environments,courtyard,Background/Setting description,All platforms
environments,urban_environments,market,Background/Setting description,All platforms
environments,urban_environments,bazaar,Background/Setting description,All platforms
environments,urban_environments,mall,Background/Setting description,All platforms
environments,urban_environments,arcade,Background/Setting description,All platforms
environments,urban_environments,park,Background/Setting description,All platforms
environments,urban_environments,garden,Background/Setting description,All platforms
environments,urban_environments,arboretum,Background/Setting description,All platforms
environments,urban_environments,conservatory,Background/Setting description,All platforms
environments,urban_environments,greenhouse,Background/Setting description,All platforms
environments,urban_environments,nursery,Background/Setting description,All platforms
environments,urban_environments,building,Background/Setting description,All platforms
environments,urban_environments,skyscraper,Background/Setting description,All platforms
environments,urban_environments,tower,Background/Setting description,All platforms
environments,urban_environments,spire,Background/Setting description,All platforms
environments,urban_environments,dome,Background/Setting description,All platforms
environments,urban_environments,arch,Background/Setting description,All platforms
environments,urban_environments,bridge,Background/Setting description,All platforms
environments,urban_environments,house,Background/Setting description,All platforms
environments,urban_environments,mansion,Background/Setting description,All platforms
environments,urban_environments,cottage,Background/Setting description,All platforms
environments,urban_environments,cabin,Background/Setting description,All platforms
environments,urban_environments,hut,Background/Setting description,All platforms
environments,urban_environments,apartment,Background/Setting description,All platforms
environments,urban_environments,condo,Background/Setting description,All platforms
environments,urban_environments,palace,Background/Setting description,All platforms
environments,urban_environments,castle,Background/Setting description,All platforms
environments,urban_environments,fortress,Background/Setting description,All platforms
environments,urban_environments,citadel,Background/Setting description,All platforms
environments,urban_environments,keep,Background/Setting description,All platforms
environments,urban_environments,manor,Background/Setting description,All platforms
environments,urban_environments,estate,Background/Setting description,All platforms
environments,urban_environments,temple,Background/Setting description,All platforms
environments,urban_environments,church,Background/Setting description,All platforms
environments,urban_environments,cathedral,Background/Setting description,All platforms
environments,urban_environments,mosque,Background/Setting description,All platforms
environments,urban_environments,synagogue,Background/Setting description,All platforms
environments,urban_environments,shrine,Background/Setting description,All platforms
environments,urban_environments,pagoda,Background/Setting description,All platforms
environments,urban_environments,school,Background/Setting description,All platforms
environments,urban_environments,university,Background/Setting description,All platforms
environments,urban_environments,college,Background/Setting description,All platforms
environments,urban_environments,academy,Background/Setting description,All platforms
environments,urban_environments,institute,Background/Setting description,All platforms
environments,urban_environments,library,Background/Setting description,All platforms
environments,urban_environments,hospital,Background/Setting description,All platforms
environments,urban_environments,clinic,Background/Setting description,All platforms
environments,urban_environments,laboratory,Background/Setting description,All platforms
environments,urban_environments,observatory,Background/Setting description,All platforms
environments,urban_environments,planetarium,Background/Setting description,All platforms
environments,urban_environments,museum,Background/Setting description,All platforms
environments,urban_environments,theater,Background/Setting description,All platforms
environments,urban_environments,cinema,Background/Setting description,All platforms
environments,urban_environments,opera house,Background/Setting description,All platforms
environments,urban_environments,concert hall,Background/Setting description,All platforms
environments,urban_environments,stadium,Background/Setting description,All platforms
environments,urban_environments,arena,Background/Setting description,All platforms
styles,art_movements,impressionism,Artistic style modifier,All platforms
styles,art_movements,expressionism,Artistic style modifier,All platforms
styles,art_movements,cubism,Artistic style modifier,All platforms
styles,art_movements,surrealism,Artistic style modifier,All platforms
styles,art_movements,abstract,Artistic style modifier,All platforms
styles,art_movements,realism,Artistic style modifier,All platforms
styles,art_movements,naturalism,Artistic style modifier,All platforms
styles,art_movements,romanticism,Artistic style modifier,All platforms
styles,art_movements,baroque,Artistic style modifier,All platforms
styles,art_movements,rococo,Artistic style modifier,All platforms
styles,art_movements,neoclassicism,Artistic style modifier,All platforms
styles,art_movements,renaissance,Artistic style modifier,All platforms
styles,art_movements,gothic,Artistic style modifier,All platforms
styles,art_movements,byzantine,Artistic style modifier,All platforms
styles,art_movements,romanesque,Artistic style modifier,All platforms
styles,art_movements,art nouveau,Artistic style modifier,All platforms
styles,art_movements,art deco,Artistic style modifier,All platforms
styles,art_movements,minimalism,Artistic style modifier,All platforms
styles,art_movements,pop art,Artistic style modifier,All platforms
styles,art_movements,op art,Artistic style modifier,All platforms
styles,art_movements,kinetic art,Artistic style modifier,All platforms
styles,art_movements,conceptual art,Artistic style modifier,All platforms
styles,art_movements,street art,Artistic style modifier,All platforms
styles,art_movements,fauvism,Artistic style modifier,All platforms
styles,art_movements,dadaism,Artistic style modifier,All platforms
styles,art_movements,futurism,Artistic style modifier,All platforms
styles,art_movements,constructivism,Artistic style modifier,All platforms
styles,art_movements,suprematism,Artistic style modifier,All platforms
styles,art_movements,bauhaus,Artistic style modifier,All platforms
styles,art_movements,pointillism,Artistic style modifier,All platforms
styles,art_movements,post-impressionism,Artistic style modifier,All platforms
styles,art_movements,abstract expressionism,Artistic style modifier,All platforms
styles,art_movements,color field,Artistic style modifier,All platforms
styles,art_movements,hard-edge painting,Artistic style modifier,All platforms
styles,art_movements,photorealism,Artistic style modifier,All platforms
styles,art_movements,hyperrealism,Artistic style modifier,All platforms
styles,art_movements,trompe-l'oeil,Artistic style modifier,All platforms
styles,art_movements,chiaroscuro,Artistic style modifier,All platforms
styles,art_movements,sfumato,Artistic style modifier,All platforms
styles,art_movements,impasto,Artistic style modifier,All platforms
styles,art_movements,alla prima,Artistic style modifier,All platforms
styles,art_movements,plein air,Artistic style modifier,All platforms
styles,art_movements,academic art,Artistic style modifier,All platforms
styles,photography_styles,portrait,Artistic style modifier,All platforms
styles,photography_styles,headshot,Artistic style modifier,All platforms
styles,photography_styles,environmental portrait,Artistic style modifier,All platforms
styles,photography_styles,candid,Artistic style modifier,All platforms
styles,photography_styles,posed,Artistic style modifier,All platforms
styles,photography_styles,fashion,Artistic style modifier,All platforms
styles,photography_styles,glamour,Artistic style modifier,All platforms
styles,photography_styles,boudoir,Artistic style modifier,All platforms
styles,photography_styles,nude,Artistic style modifier,All platforms
styles,photography_styles,fine art nude,Artistic style modifier,All platforms
styles,photography_styles,artistic nude,Artistic style modifier,All platforms
styles,photography_styles,wedding,Artistic style modifier,All platforms
styles,photography_styles,engagement,Artistic style modifier,All platforms
styles,photography_styles,family,Artistic style modifier,All platforms
styles,photography_styles,maternity,Artistic style modifier,All platforms
styles,photography_styles,newborn,Artistic style modifier,All platforms
styles,photography_styles,child,Artistic style modifier,All platforms
styles,photography_styles,pet,Artistic style modifier,All platforms
styles,photography_styles,landscape,Artistic style modifier,All platforms
styles,photography_styles,seascape,Artistic style modifier,All platforms
styles,photography_styles,cityscape,Artistic style modifier,All platforms
styles,photography_styles,urban,Artistic style modifier,All platforms
styles,photography_styles,street,Artistic style modifier,All platforms
styles,photography_styles,documentary,Artistic style modifier,All platforms
styles,photography_styles,photojournalism,Artistic style modifier,All platforms
styles,photography_styles,travel,Artistic style modifier,All platforms
styles,photography_styles,architectural,Artistic style modifier,All platforms
styles,photography_styles,interior,Artistic style modifier,All platforms
styles,photography_styles,real estate,Artistic style modifier,All platforms
styles,photography_styles,product,Artistic style modifier,All platforms
styles,photography_styles,commercial,Artistic style modifier,All platforms
styles,photography_styles,advertising,Artistic style modifier,All platforms
styles,photography_styles,food,Artistic style modifier,All platforms
styles,photography_styles,still life,Artistic style modifier,All platforms
styles,photography_styles,macro,Artistic style modifier,All platforms
styles,photography_styles,wildlife,Artistic style modifier,All platforms
styles,photography_styles,nature,Artistic style modifier,All platforms
styles,photography_styles,bird,Artistic style modifier,All platforms
styles,photography_styles,underwater,Artistic style modifier,All platforms
styles,photography_styles,aerial,Artistic style modifier,All platforms
styles,photography_styles,drone,Artistic style modifier,All platforms
styles,photography_styles,sports,Artistic style modifier,All platforms
styles,photography_styles,action,Artistic style modifier,All platforms
styles,photography_styles,abstract,Artistic style modifier,All platforms
styles,photography_styles,conceptual,Artistic style modifier,All platforms
styles,photography_styles,surreal,Artistic style modifier,All platforms
styles,photography_styles,artistic,Artistic style modifier,All platforms
styles,photography_styles,fine art,Artistic style modifier,All platforms
styles,photography_styles,black and white,Artistic style modifier,All platforms
styles,photography_styles,monochrome,Artistic style modifier,All platforms
styles,photography_styles,color,Artistic style modifier,All platforms
styles,photography_styles,vibrant,Artistic style modifier,All platforms
styles,photography_styles,muted,Artistic style modifier,All platforms
styles,photography_styles,vintage,Artistic style modifier,All platforms
styles,digital_art_styles,digital painting,Artistic style modifier,All platforms
styles,digital_art_styles,digital illustration,Artistic style modifier,All platforms
styles,digital_art_styles,concept art,Artistic style modifier,All platforms
styles,digital_art_styles,matte painting,Artistic style modifier,All platforms
styles,digital_art_styles,speed painting,Artistic style modifier,All platforms
styles,digital_art_styles,photo manipulation,Artistic style modifier,All platforms
styles,digital_art_styles,photo montage,Artistic style modifier,All platforms
styles,digital_art_styles,composite,Artistic style modifier,All platforms
styles,digital_art_styles,vector art,Artistic style modifier,All platforms
styles,digital_art_styles,vector illustration,Artistic style modifier,All platforms
styles,digital_art_styles,isometric,Artistic style modifier,All platforms
styles,digital_art_styles,flat design,Artistic style modifier,All platforms
styles,digital_art_styles,pixel art,Artistic style modifier,All platforms
styles,digital_art_styles,8-bit,Artistic style modifier,All platforms
styles,digital_art_styles,16-bit,Artistic style modifier,All platforms
styles,digital_art_styles,voxel art,Artistic style modifier,All platforms
styles,digital_art_styles,low poly,Artistic style modifier,All platforms
styles,digital_art_styles,high poly,Artistic style modifier,All platforms
styles,digital_art_styles,3D rendering,Artistic style modifier,All platforms
styles,digital_art_styles,photorealistic rendering,Artistic style modifier,All platforms
styles,digital_art_styles,stylized rendering,Artistic style modifier,All platforms
styles,digital_art_styles,toon shading,Artistic style modifier,All platforms
styles,digital_art_styles,cel shading,Artistic style modifier,All platforms
styles,digital_art_styles,procedural art,Artistic style modifier,All platforms
styles,digital_art_styles,generative art,Artistic style modifier,All platforms
styles,digital_art_styles,algorithmic art,Artistic style modifier,All platforms
styles,digital_art_styles,fractal art,Artistic style modifier,All platforms
styles,digital_art_styles,glitch art,Artistic style modifier,All platforms
styles,digital_art_styles,datamoshing,Artistic style modifier,All platforms
styles,digital_art_styles,cyberpunk,Artistic style modifier,All platforms
styles,digital_art_styles,steampunk,Artistic style modifier,All platforms
styles,digital_art_styles,dieselpunk,Artistic style modifier,All platforms
styles,digital_art_styles,vaporwave,Artistic style modifier,All platforms
styles,digital_art_styles,synthwave,Artistic style modifier,All platforms
styles,digital_art_styles,retrowave,Artistic style modifier,All platforms
styles,digital_art_styles,psychedelic,Artistic style modifier,All platforms
styles,digital_art_styles,surreal digital,Artistic style modifier,All platforms
technical_specs,image_quality,4K,Technical quality specification,All platforms
technical_specs,image_quality,8K,Technical quality specification,All platforms
technical_specs,image_quality,16K,Technical quality specification,All platforms
technical_specs,image_quality,32K,Technical quality specification,All platforms
technical_specs,image_quality,ultra HD,Technical quality specification,All platforms
technical_specs,image_quality,full HD,Technical quality specification,All platforms
technical_specs,image_quality,high definition,Technical quality specification,All platforms
technical_specs,image_quality,HD,Technical quality specification,All platforms
technical_specs,image_quality,ultra high resolution,Technical quality specification,All platforms
technical_specs,image_quality,high resolution,Technical quality specification,All platforms
technical_specs,image_quality,medium resolution,Technical quality specification,All platforms
technical_specs,image_quality,low resolution,Technical quality specification,All platforms
technical_specs,image_quality,ultra detailed,Technical quality specification,Stable Diffusion
technical_specs,image_quality,highly detailed,Technical quality specification,All platforms
technical_specs,image_quality,detailed,Technical quality specification,All platforms
technical_specs,image_quality,extremely detailed,Technical quality specification,All platforms
technical_specs,image_quality,hyper detailed,Technical quality specification,All platforms
technical_specs,image_quality,intricate,Technical quality specification,All platforms
technical_specs,image_quality,fine detail,Technical quality specification,All platforms
technical_specs,image_quality,sharp,Technical quality specification,All platforms
technical_specs,image_quality,crisp,Technical quality specification,All platforms
technical_specs,image_quality,clear,Technical quality specification,All platforms
technical_specs,image_quality,precise,Technical quality specification,All platforms
technical_specs,image_quality,accurate,Technical quality specification,All platforms
technical_specs,image_quality,perfect,Technical quality specification,All platforms
technical_specs,image_quality,flawless,Technical quality specification,All platforms
technical_specs,image_quality,pristine,Technical quality specification,All platforms
technical_specs,image_quality,immaculate,Technical quality specification,All platforms
technical_specs,image_quality,masterpiece,Technical quality specification,Stable Diffusion
technical_specs,image_quality,award winning,Technical quality specification,All platforms
technical_specs,image_quality,prize winning,Technical quality specification,All platforms
technical_specs,image_quality,exhibition worthy,Technical quality specification,All platforms
technical_specs,image_quality,professional quality,Technical quality specification,All platforms
technical_specs,image_quality,studio quality,Technical quality specification,All platforms
technical_specs,image_quality,gallery quality,Technical quality specification,All platforms
technical_specs,image_quality,museum quality,Technical quality specification,All platforms
technical_specs,image_quality,commercial quality,Technical quality specification,All platforms
technical_specs,image_quality,broadcast quality,Technical quality specification,All platforms
technical_specs,image_quality,print quality,Technical quality specification,All platforms
technical_specs,image_quality,web quality,Technical quality specification,All platforms
technical_specs,image_quality,professional grade,Technical quality specification,All platforms
technical_specs,image_quality,industry standard,Technical quality specification,All platforms
technical_specs,image_quality,cutting edge,Technical quality specification,All platforms
technical_specs,image_quality,state of the art,Technical quality specification,All platforms
technical_specs,camera_equipment,DSLR,Technical quality specification,All platforms
technical_specs,camera_equipment,mirrorless,Technical quality specification,All platforms
technical_specs,camera_equipment,medium format,Technical quality specification,All platforms
technical_specs,camera_equipment,large format,Technical quality specification,All platforms
technical_specs,camera_equipment,film camera,Technical quality specification,All platforms
technical_specs,camera_equipment,telephoto lens,Technical quality specification,All platforms
technical_specs,camera_equipment,wide angle lens,Technical quality specification,All platforms
technical_specs,camera_equipment,macro lens,Technical quality specification,All platforms
technical_specs,camera_equipment,fisheye lens,Technical quality specification,All platforms
technical_specs,camera_equipment,prime lens,Technical quality specification,All platforms
technical_specs,camera_equipment,zoom lens,Technical quality specification,All platforms
technical_specs,camera_equipment,kit lens,Technical quality specification,All platforms
technical_specs,camera_equipment,professional lens,Technical quality specification,All platforms
technical_specs,camera_equipment,cinema lens,Technical quality specification,All platforms
technical_specs,camera_equipment,14mm,Technical quality specification,All platforms
technical_specs,camera_equipment,16mm,Technical quality specification,All platforms
technical_specs,camera_equipment,24mm,Technical quality specification,All platforms
technical_specs,camera_equipment,35mm,Technical quality specification,All platforms
technical_specs,camera_equipment,50mm,Technical quality specification,All platforms
technical_specs,camera_equipment,85mm,Technical quality specification,All platforms
technical_specs,camera_equipment,105mm,Technical quality specification,All platforms
technical_specs,camera_equipment,135mm,Technical quality specification,All platforms
technical_specs,camera_equipment,200mm,Technical quality specification,All platforms
technical_specs,camera_equipment,300mm,Technical quality specification,All platforms
technical_specs,camera_equipment,400mm,Technical quality specification,All platforms
technical_specs,camera_equipment,500mm,Technical quality specification,All platforms
technical_specs,camera_equipment,600mm,Technical quality specification,All platforms
technical_specs,camera_equipment,800mm,Technical quality specification,All platforms
technical_specs,camera_equipment,1200mm,Technical quality specification,All platforms
technical_specs,camera_equipment,f/1.2,Technical quality specification,All platforms
technical_specs,camera_equipment,f/1.4,Technical quality specification,All platforms
technical_specs,camera_equipment,f/1.8,Technical quality specification,All platforms
technical_specs,camera_equipment,f/2.0,Technical quality specification,All platforms
technical_specs,camera_equipment,f/2.8,Technical quality specification,All platforms
technical_specs,camera_equipment,f/4.0,Technical quality specification,All platforms
technical_specs,camera_equipment,f/5.6,Technical quality specification,All platforms
technical_specs,camera_equipment,f/8.0,Technical quality specification,All platforms
technical_specs,camera_equipment,f/11,Technical quality specification,All platforms
technical_specs,camera_equipment,f/16,Technical quality specification,All platforms
technical_specs,camera_equipment,f/22,Technical quality specification,All platforms
technical_specs,camera_equipment,shallow depth of field,Technical quality specification,All platforms
technical_specs,camera_equipment,deep focus,Technical quality specification,All platforms
technical_specs,camera_equipment,bokeh,Technical quality specification,All platforms
technical_specs,camera_equipment,sharp focus,Technical quality specification,All platforms
technical_specs,camera_equipment,soft focus,Technical quality specification,All platforms
technical_specs,camera_equipment,selective focus,Technical quality specification,All platforms
technical_specs,camera_equipment,focus stacking,Technical quality specification,All platforms
technical_specs,lighting_types,natural light,Technical quality specification,All platforms
technical_specs,lighting_types,sunlight,Technical quality specification,All platforms
technical_specs,lighting_types,daylight,Technical quality specification,All platforms
technical_specs,lighting_types,bright light,Technical quality specification,All platforms
technical_specs,lighting_types,dim light,Technical quality specification,All platforms
technical_specs,lighting_types,golden hour,Technical quality specification,All platforms
technical_specs,lighting_types,blue hour,Technical quality specification,All platforms
technical_specs,lighting_types,magic hour,Technical quality specification,All platforms
technical_specs,lighting_types,sunrise,Technical quality specification,All platforms
technical_specs,lighting_types,sunset,Technical quality specification,All platforms
technical_specs,lighting_types,noon sun,Technical quality specification,All platforms
technical_specs,lighting_types,overcast,Technical quality specification,All platforms
technical_specs,lighting_types,cloudy,Technical quality specification,All platforms
technical_specs,lighting_types,clear sky,Technical quality specification,All platforms
technical_specs,lighting_types,stormy,Technical quality specification,All platforms
technical_specs,lighting_types,dramatic sky,Technical quality specification,All platforms
technical_specs,lighting_types,soft light,Technical quality specification,All platforms
technical_specs,lighting_types,hard light,Technical quality specification,All platforms
technical_specs,lighting_types,diffused light,Technical quality specification,All platforms
technical_specs,lighting_types,direct light,Technical quality specification,All platforms
technical_specs,lighting_types,indirect light,Technical quality specification,All platforms
technical_specs,lighting_types,studio lighting,Technical quality specification,All platforms
technical_specs,lighting_types,strobe lighting,Technical quality specification,All platforms
technical_specs,lighting_types,continuous lighting,Technical quality specification,All platforms
technical_specs,lighting_types,LED lighting,Technical quality specification,All platforms
technical_specs,lighting_types,flash,Technical quality specification,All platforms
technical_specs,lighting_types,speedlight,Technical quality specification,All platforms
technical_specs,lighting_types,ring flash,Technical quality specification,All platforms
technical_specs,lighting_types,beauty dish,Technical quality specification,All platforms
technical_specs,lighting_types,softbox,Technical quality specification,All platforms
technical_specs,lighting_types,umbrella,Technical quality specification,All platforms
technical_specs,lighting_types,backlighting,Technical quality specification,All platforms
technical_specs,lighting_types,front lighting,Technical quality specification,All platforms
technical_specs,lighting_types,side lighting,Technical quality specification,All platforms
technical_specs,lighting_types,top lighting,Technical quality specification,All platforms
technical_specs,lighting_types,rim lighting,Technical quality specification,All platforms
technical_specs,lighting_types,edge lighting,Technical quality specification,All platforms
technical_specs,lighting_types,hair lighting,Technical quality specification,All platforms
technical_specs,lighting_types,key light,Technical quality specification,All platforms
technical_specs,lighting_types,fill light,Technical quality specification,All platforms
technical_specs,lighting_types,three-point lighting,Technical quality specification,All platforms
technical_specs,lighting_types,Rembrandt lighting,Technical quality specification,All platforms
technical_specs,lighting_types,butterfly lighting,Technical quality specification,All platforms
technical_specs,lighting_types,loop lighting,Technical quality specification,All platforms
technical_specs,lighting_types,split lighting,Technical quality specification,All platforms
technical_specs,lighting_types,broad lighting,Technical quality specification,All platforms
technical_specs,lighting_types,short lighting,Technical quality specification,All platforms
aesthetics,colors,red,Visual aesthetic enhancement,All platforms
aesthetics,colors,orange,Visual aesthetic enhancement,All platforms
aesthetics,colors,yellow,Visual aesthetic enhancement,All platforms
aesthetics,colors,green,Visual aesthetic enhancement,All platforms
aesthetics,colors,blue,Visual aesthetic enhancement,All platforms
aesthetics,colors,purple,Visual aesthetic enhancement,All platforms
aesthetics,colors,pink,Visual aesthetic enhancement,All platforms
aesthetics,colors,brown,Visual aesthetic enhancement,All platforms
aesthetics,colors,black,Visual aesthetic enhancement,All platforms
aesthetics,colors,white,Visual aesthetic enhancement,All platforms
aesthetics,colors,gray,Visual aesthetic enhancement,All platforms
aesthetics,colors,grey,Visual aesthetic enhancement,All platforms
aesthetics,colors,silver,Visual aesthetic enhancement,All platforms
aesthetics,colors,gold,Visual aesthetic enhancement,All platforms
aesthetics,colors,bronze,Visual aesthetic enhancement,All platforms
aesthetics,colors,copper,Visual aesthetic enhancement,All platforms
aesthetics,colors,beige,Visual aesthetic enhancement,All platforms
aesthetics,colors,tan,Visual aesthetic enhancement,All platforms
aesthetics,colors,cream,Visual aesthetic enhancement,All platforms
aesthetics,colors,ivory,Visual aesthetic enhancement,All platforms
aesthetics,colors,pearl,Visual aesthetic enhancement,All platforms
aesthetics,colors,platinum,Visual aesthetic enhancement,All platforms
aesthetics,colors,charcoal,Visual aesthetic enhancement,All platforms
aesthetics,colors,crimson,Visual aesthetic enhancement,All platforms
aesthetics,colors,scarlet,Visual aesthetic enhancement,All platforms
aesthetics,colors,burgundy,Visual aesthetic enhancement,All platforms
aesthetics,colors,maroon,Visual aesthetic enhancement,All platforms
aesthetics,colors,cherry,Visual aesthetic enhancement,All platforms
aesthetics,colors,ruby,Visual aesthetic enhancement,All platforms
aesthetics,colors,wine,Visual aesthetic enhancement,All platforms
aesthetics,colors,coral,Visual aesthetic enhancement,All platforms
aesthetics,colors,salmon,Visual aesthetic enhancement,All platforms
aesthetics,colors,peach,Visual aesthetic enhancement,All platforms
aesthetics,colors,apricot,Visual aesthetic enhancement,All platforms
aesthetics,colors,amber,Visual aesthetic enhancement,All platforms
aesthetics,colors,citrine,Visual aesthetic enhancement,All platforms
aesthetics,colors,honey,Visual aesthetic enhancement,All platforms
aesthetics,colors,lime,Visual aesthetic enhancement,All platforms
aesthetics,colors,mint,Visual aesthetic enhancement,All platforms
aesthetics,colors,sage,Visual aesthetic enhancement,All platforms
aesthetics,colors,olive,Visual aesthetic enhancement,All platforms
aesthetics,colors,forest,Visual aesthetic enhancement,All platforms
aesthetics,colors,emerald,Visual aesthetic enhancement,All platforms
aesthetics,colors,jade,Visual aesthetic enhancement,All platforms
aesthetics,colors,teal,Visual aesthetic enhancement,All platforms
aesthetics,colors,turquoise,Visual aesthetic enhancement,All platforms
aesthetics,colors,cyan,Visual aesthetic enhancement,All platforms
aesthetics,colors,azure,Visual aesthetic enhancement,All platforms
aesthetics,colors,cerulean,Visual aesthetic enhancement,All platforms
aesthetics,colors,cobalt,Visual aesthetic enhancement,All platforms
aesthetics,colors,navy,Visual aesthetic enhancement,All platforms
aesthetics,colors,royal blue,Visual aesthetic enhancement,All platforms
